"Employee Number","First Name","Last Name","Email Address","Department","Job Level","Tenure","Pay Rate","Base Comp","Gender","Ethnicity","Tenure Date","Report Effective Date"
"00000031","Jessica","Soto","jessica.soto@widgetcorp.com","Operations","Analyst",2.3182053398586,25.96,53996.0778721413,"Female",4,2016-09-05,2018-12-31
"00000090","Rajab","el-Akhter","rajab.el-akhter@widgetcorp.com","Operations","Analyst",3.01521681392542,28.97,60256.0721330735,"Male",6,2015-12-25,2018-12-31
"00000096","Mario","Maldonado","mario.maldonado@widgetcorp.com","Operations","Analyst",3.06187591766022,32.89,68416.4784604199,"Male",4,2015-12-08,2018-12-31
"00000106","Jannat","el-Hashemi","jannat.el-hashemi@widgetcorp.com","Operations","Associate",3.17324409303749,31.12,64732.5808538439,"Female",6,2015-10-28,2018-12-31
"00000112","Catherina","Fish","catherina.fish@widgetcorp.com","Operations","Analyst",3.23191157819647,27.5,57207.9615268995,"Female",5,2015-10-07,2018-12-31
"00000129","Elizabeth","Tuthill","elizabeth.tuthill@widgetcorp.com","Operations","Associate",3.36373147802048,29.94,62277.2245843623,"Female",5,2015-08-20,2018-12-31
"00000156","Najeeba","al-Yassin","najeeba.al-yassin@widgetcorp.com","Operations","Analyst",3.55523532243203,27.71,57626.992113613,"Female",6,2015-06-11,2018-12-31
"00000182","Randal","Cox","randal.cox@widgetcorp.com","Operations","Analyst",3.70518531789214,37.23,77440.9071470812,"Male",1,2015-04-17,2018-12-31
"00000185","Abigail","Maestas","abigail.maestas@widgetcorp.com","Operations","Associate",3.7172300194822,30.54,63523.2826863354,"Female",4,2015-04-13,2018-12-31
"00000202","Suyoun","Hoang","suyoun.hoang@widgetcorp.com","Operations","Manager",3.7926791421515,34.66,72085.3828920838,"Female",2,2015-03-16,2018-12-31
"00000225","Cherokee","Carter","cherokee.carter@widgetcorp.com","Operations","Associate",3.9064387161948,32.11,66785.3157267314,"Female",1,2015-02-03,2018-12-31
"00000237","Samantha","Friel","samantha.friel@widgetcorp.com","Operations","Analyst",3.96009053247202,26.3,54711.2834150572,"Female",5,2015-01-14,2018-12-31
"00000287","Idrees","al-Youssef","idrees.al-youssef@widgetcorp.com","Operations","Analyst",4.17326682454126,48.13,100107.311140458,"Male",6,2014-10-28,2018-12-31
"00000290","Daniel","Sutherburg","daniel.sutherburg@widgetcorp.com","Operations","Analyst",4.20174602804526,40.62,84490.7664996665,"Male",2,2014-10-18,2018-12-31
"00000301","Adam","Bursell","adam.bursell@widgetcorp.com","Operations","Analyst",4.28180334871567,32.15,66867.9481747034,"Male",5,2014-09-19,2018-12-31
"00000340","Caitlin","Hendricks","caitlin.hendricks@widgetcorp.com","Operations","Analyst",4.49115938623249,29.82,62018.399669819,"Female",2,2014-07-04,2018-12-31
"00000354","Alberto","Moya","alberto.moya@widgetcorp.com","Operations","Analyst",4.56646912777123,46.39,96497.6872338552,"Male",4,2014-06-07,2018-12-31
"00000357","Waseem","al-Hanif","waseem.al-hanif@widgetcorp.com","Operations","Manager",4.57534035430522,26.78,55699.247233476,"Male",6,2014-06-03,2018-12-31
"00000359","Victoria","Muhammad","victoria.muhammad@widgetcorp.com","Operations","Associate",4.59519770927235,31.28,65069.4780925929,"Female",3,2014-05-27,2018-12-31
"00000368","Iffat","al-Baksh","iffat.al-baksh@widgetcorp.com","Operations","Analyst",4.63724159159357,29.42,61192.8708322605,"Female",6,2014-05-12,2018-12-31
"00000401","Marcus","Slay","marcus.slay@widgetcorp.com","Operations","Manager",4.78294266322356,45.06,93716.0324592991,"Male",3,2014-03-20,2018-12-31
"00000420","Celine","Delaney","celine.delaney@widgetcorp.com","Operations","Analyst",4.87038206364737,27.77,57756.2655832709,"Female",5,2014-02-16,2018-12-31
"00000431","Morgann","Eagle","morgann.eagle@widgetcorp.com","Operations","Analyst",4.92735015636543,27.19,56550.0327388362,"Female",1,2014-01-26,2018-12-31
"00000433","Cody","Todacheene","cody.todacheene@widgetcorp.com","Operations","Analyst",4.93795273342695,31.45,65406.4328454745,"Male",1,2014-01-22,2018-12-31
"00000465","Ismad","al-Karim","ismad.al-karim@widgetcorp.com","Operations","Associate",5.06127223894736,34.16,71063.1049725843,"Male",6,2013-12-08,2018-12-31
"00000481","Monica","Reyes","monica.reyes@widgetcorp.com","Operations","Associate",5.14722164936145,34.65,72067.4938093245,"Female",4,2013-11-06,2018-12-31
"00000489","Josue","Gutierrez","josue.gutierrez@widgetcorp.com","Operations","Manager",5.17461386930107,41.2,85698.1722088623,"Male",4,2013-10-27,2018-12-31
"00000492","Glen","Callahan","glen.callahan@widgetcorp.com","Operations","Associate",5.18844551135116,49.88,103756.947664317,"Male",1,2013-10-22,2018-12-31
"00000493","Sarah","Johnson","sarah.johnson@widgetcorp.com","Operations","Associate",5.18929223451205,31.9,66350.1463604279,"Female",1,2013-10-22,2018-12-31
"00000505","Clarissa","Mubili","clarissa.mubili@widgetcorp.com","Operations","Associate",5.26551701463765,30.44,63308.1350734247,"Female",3,2013-09-24,2018-12-31
"00000530","Waliyya","el-Abbas","waliyya.el-abbas@widgetcorp.com","Operations","Analyst",5.37046920253618,29.54,61448.9170068036,"Female",6,2013-08-17,2018-12-31
"00000543","Tahaani","el-Hamady","tahaani.el-hamady@widgetcorp.com","Operations","Analyst",5.42688282770851,30.09,62581.6791672401,"Female",6,2013-07-27,2018-12-31
"00000547","Brandon","Bagley","brandon.bagley@widgetcorp.com","Operations","Analyst",5.44046351920928,31.69,65920.661211576,"Male",5,2013-07-22,2018-12-31
"00000551","Umar","Burton","umar.burton@widgetcorp.com","Operations","Associate",5.47111113754273,49.69,103350.173554439,"Male",3,2013-07-11,2018-12-31
"00000571","Stephanie","Yann","stephanie.yann@widgetcorp.com","Operations","Analyst",5.55936314738992,30.15,62709.7064889817,"Female",2,2013-06-09,2018-12-31
"00000581","Shelley","Mitchell","shelley.mitchell@widgetcorp.com","Operations","Manager",5.60927386619626,36.72,76368.1752847939,"Male",3,2013-05-22,2018-12-31
"00000583","Cheyenne","Nading","cheyenne.nading@widgetcorp.com","Operations","Analyst",5.63515074694388,28.09,58421.6503421826,"Female",1,2013-05-12,2018-12-31
"00000586","Mutee'a","al-Ally","mutee'a.al-ally@widgetcorp.com","Operations","Manager",5.64171444225039,36.2,75295.1336105159,"Female",6,2013-05-10,2018-12-31
"00000592","Troy","Meis","troy.meis@widgetcorp.com","Operations","Manager",5.67310897597582,45.79,95252.0455056544,"Male",5,2013-04-28,2018-12-31
"00000607","Raashid","el-Reza","raashid.el-reza@widgetcorp.com","Operations","Manager",5.7543838110679,55.05,114511.966095136,"Male",6,2013-03-30,2018-12-31
"00000609","Jordan","Abraham","jordan.abraham@widgetcorp.com","Operations","Director",5.7703124775518,37.24,77467.0564652031,"Male",2,2013-03-24,2018-12-31
"00000610","Mushtaaq","al-Mohammad","mushtaaq.al-mohammad@widgetcorp.com","Operations","Associate",5.77366349522113,42.7,88807.6896342879,"Male",6,2013-03-23,2018-12-31
"00000611","Aaron","Wilson","aaron.wilson@widgetcorp.com","Operations","Associate",5.78055995823965,58.14,120921.328524077,"Male",2,2013-03-20,2018-12-31
"00000637","Hameeda","el-Abdo","hameeda.el-abdo@widgetcorp.com","Operations","Associate",5.89105956525505,34.4,71553.6078084547,"Female",6,2013-02-08,2018-12-31
"00000655","Sabrina","Greenly","sabrina.greenly@widgetcorp.com","Operations","Associate",6.01148633706862,33.51,69694.811416697,"Female",4,2012-12-26,2018-12-31
"00000663","Thomas","Lee","thomas.lee@widgetcorp.com","Operations","Manager",6.07872518117651,53.84,111985.767328375,"Male",5,2012-12-01,2018-12-31
"00000673","Raafida","al-Hariri","raafida.al-hariri@widgetcorp.com","Operations","Analyst",6.14524663031877,26.8,55744.4555009076,"Female",6,2012-11-07,2018-12-31
"00000676","Munisa","al-Hallal","munisa.al-hallal@widgetcorp.com","Operations","Manager",6.1469764556986,36.66,76258.705385433,"Female",6,2012-11-06,2018-12-31
"00000684","Zuleima","Casias","zuleima.casias@widgetcorp.com","Operations","Associate",6.18460301151568,33.39,69444.3805387018,"Female",4,2012-10-24,2018-12-31
"00000689","Ashley","Holt","ashley.holt@widgetcorp.com","Operations","Associate",6.19379643525569,32.88,68387.360049838,"Female",1,2012-10-20,2018-12-31
"00000698","Gequan","Harvey","gequan.harvey@widgetcorp.com","Operations","Associate",6.2368801176942,43.96,91440.3949372071,"Male",3,2012-10-04,2018-12-31
"00000717","Fat'hi","el-Srour","fat'hi.el-srour@widgetcorp.com","Operations","Director",6.36440834280296,46.47,96655.4851108552,"Male",6,2012-08-19,2018-12-31
"00000726","Christopher","Cannady","christopher.cannady@widgetcorp.com","Operations","Manager",6.40700696467152,47.43,98651.3536865837,"Male",3,2012-08-03,2018-12-31
"00000745","Christopher","Madrid","christopher.madrid@widgetcorp.com","Operations","Manager",6.49382937906288,46.89,97528.7542250923,"Male",4,2012-07-03,2018-12-31
"00000756","Erich","Neufeld","erich.neufeld@widgetcorp.com","Operations","Manager",6.61468711260359,41.04,85360.2966879483,"Male",5,2012-05-19,2018-12-31
"00000775","Zachary","Shriver","zachary.shriver@widgetcorp.com","Operations","Associate",6.72158372741153,39.97,83132.1877382439,"Male",5,2012-04-10,2018-12-31
"00000819","Ellie","Dahlgren","ellie.dahlgren@widgetcorp.com","Operations","Director",7.10748398426339,42.15,87662.4183810681,"Female",5,2011-11-21,2018-12-31
"00000855","Teyanna","Aman","teyanna.aman@widgetcorp.com","Operations","Manager",7.45338717546192,39.91,83013.9530131025,"Female",3,2011-07-18,2018-12-31
"00000872","Abdullah","al-Mina","abdullah.al-mina@widgetcorp.com","Operations","Manager",7.613096186132,59.28,123294.735697544,"Male",6,2011-05-21,2018-12-31
"00000873","Kayla","Paterson","kayla.paterson@widgetcorp.com","Operations","Manager",7.62277232854325,40.22,83663.6799500946,"Female",5,2011-05-17,2018-12-31
"00000891","Jasmine","Pineda","jasmine.pineda@widgetcorp.com","Operations","Director",7.8937117923611,40.46,84159.4615537693,"Female",4,2011-02-07,2018-12-31
"00000967","Alisha","Gonzalez","alisha.gonzalez@widgetcorp.com","Operations","Executive",9.24597018805755,55.46,115363.764519535,"Female",4,2009-10-01,2018-12-31
"00000976","Adam","Rodriguez","adam.rodriguez@widgetcorp.com","Operations","VP",9.66594778226251,58.63,121946.600661962,"Male",2,2009-05-01,2018-12-31
"00000988","Zaahira","el-Saleem","zaahira.el-saleem@widgetcorp.com","Operations","Executive",10.2236318228783,54,112310.53864935,"Female",6,2008-10-09,2018-12-31
"00000039","Joni","Rydiger","joni.rydiger@widgetcorp.com","Procurement","Associate",2.41613368003946,31.76,66056.8026425689,"Female",5,2016-07-31,2018-12-31
"00000048","Afaaf","al-Sharaf","afaaf.al-sharaf@widgetcorp.com","Procurement","Analyst",2.49627602624751,26.61,55355.6897160804,"Female",6,2016-07-02,2018-12-31
"00000050","Matthew","Eggleston","matthew.eggleston@widgetcorp.com","Procurement","Analyst",2.51289863987069,41.3,85908.5481816414,"Male",5,2016-06-26,2018-12-31
"00000076","Maria","Ortiz","maria.ortiz@widgetcorp.com","Procurement","Analyst",2.87826606870315,27.6,57417.6038161495,"Female",4,2016-02-13,2018-12-31
"00000079","Zaahir","el-Mansouri","zaahir.el-mansouri@widgetcorp.com","Procurement","Associate",2.90496411986393,36.16,75218.8482932906,"Male",6,2016-02-03,2018-12-31
"00000130","Peter","Hang","peter.hang@widgetcorp.com","Procurement","Associate",3.37573688118746,53.17,110596.887478222,"Male",2,2015-08-16,2018-12-31
"00000158","Michael","Ousley","michael.ousley@widgetcorp.com","Procurement","Analyst",3.56973843936219,34.89,72572.8521309243,"Male",3,2015-06-06,2018-12-31
"00000192","Emily","Nguyen","emily.nguyen@widgetcorp.com","Procurement","Analyst",3.74518280563704,25.75,53558.366091513,"Female",2,2015-04-03,2018-12-31
"00000209","Benjamin","Soto","benjamin.soto@widgetcorp.com","Procurement","Associate",3.82315481948174,48.29,100450.795673064,"Male",2,2015-03-05,2018-12-31
"00000254","Yoosuf","el-Zia","yoosuf.el-zia@widgetcorp.com","Procurement","Analyst",4.0429281236449,29.71,61797.9282869152,"Male",6,2014-12-15,2018-12-31
"00000257","Phomy","Yelland","phomy.yelland@widgetcorp.com","Procurement","Associate",4.0531315617842,34.29,71312.9126864494,"Male",2,2014-12-11,2018-12-31
"00000260","Kelsey","Ansel","kelsey.ansel@widgetcorp.com","Procurement","Analyst",4.07653876914386,28.19,58643.9499338515,"Female",5,2014-12-03,2018-12-31
"00000300","Sydney","White","sydney.white@widgetcorp.com","Procurement","Analyst",4.26487506499879,26.71,55551.4292713,"Female",3,2014-09-25,2018-12-31
"00000348","Jillian","Kim","jillian.kim@widgetcorp.com","Procurement","Associate",4.51718556730691,31.31,65117.6565083857,"Female",2,2014-06-25,2018-12-31
"00000370","Samuel","Averett","samuel.averett@widgetcorp.com","Procurement","Analyst",4.65423500200306,38.59,80258.6674646752,"Male",3,2014-05-06,2018-12-31
"00000386","Timothy","Villanueva","timothy.villanueva@widgetcorp.com","Procurement","Analyst",4.72261740826346,37.48,77966.1031441739,"Male",1,2014-04-11,2018-12-31
"00000388","Matthew","Ryan","matthew.ryan@widgetcorp.com","Procurement","Analyst",4.7284264342467,27.13,56434.5649357225,"Male",5,2014-04-08,2018-12-31
"00000400","Tatianna","Velasquez","tatianna.velasquez@widgetcorp.com","Procurement","Manager",4.78158329957658,34.19,71106.6777615962,"Female",4,2014-03-20,2018-12-31
"00000411","Gwendolyn","Yoo","gwendolyn.yoo@widgetcorp.com","Procurement","Analyst",4.82581984627287,25.88,53834.5671968501,"Female",2,2014-03-04,2018-12-31
"00000413","Lynn","Ma","lynn.ma@widgetcorp.com","Procurement","Associate",4.84088801566465,32.61,67820.9853780971,"Female",2,2014-02-26,2018-12-31
"00000418","Amber","Paxson","amber.paxson@widgetcorp.com","Procurement","Associate",4.85465182588045,31.64,65819.4045393018,"Female",4,2014-02-21,2018-12-31
"00000422","Stephen","Stark","stephen.stark@widgetcorp.com","Procurement","Manager",4.87439418783575,38.26,79576.9007651167,"Male",2,2014-02-14,2018-12-31
"00000425","Wafaaa","al-Salahuddin","wafaaa.al-salahuddin@widgetcorp.com","Procurement","Manager",4.89048643215001,37.41,77817.1083473737,"Female",6,2014-02-08,2018-12-31
"00000428","Aerial","Gilsdorf","aerial.gilsdorf@widgetcorp.com","Procurement","Manager",4.91737448310644,37.9,78838.5157219239,"Female",3,2014-01-29,2018-12-31
"00000430","Mangei","Guy","mangei.guy@widgetcorp.com","Procurement","Associate",4.92332615259899,33.92,70548.9105711953,"Male",3,2014-01-27,2018-12-31
"00000434","Taylor","Diamond","taylor.diamond@widgetcorp.com","Procurement","Manager",4.95227363190215,38.27,79597.734915565,"Female",5,2014-01-17,2018-12-31
"00000466","Pandora","Richard","pandora.richard@widgetcorp.com","Procurement","Manager",5.06494126423547,37.78,78580.5862338761,"Female",5,2013-12-07,2018-12-31
"00000470","Alaina","Kyambalesa","alaina.kyambalesa@widgetcorp.com","Procurement","Associate",5.08888586086489,31.21,64917.3282059294,"Female",3,2013-11-28,2018-12-31
"00000473","Kelvin","Romero","kelvin.romero@widgetcorp.com","Procurement","Associate",5.11951417050887,46.61,96948.9447418129,"Male",1,2013-11-17,2018-12-31
"00000496","Elijah","Kawamura","elijah.kawamura@widgetcorp.com","Procurement","Analyst",5.21611230920916,36.38,75679.9358533528,"Male",2,2013-10-12,2018-12-31
"00000507","Anjelica","Dominguez","anjelica.dominguez@widgetcorp.com","Procurement","Analyst",5.26686342315936,28.9,60105.6608674519,"Female",4,2013-09-24,2018-12-31
"00000518","Tameema","el-Saeed","tameema.el-saeed@widgetcorp.com","Procurement","Associate",5.32861030371597,30.79,64042.4247057088,"Female",6,2013-09-01,2018-12-31
"00000540","Yaasmeena","al-Salah","yaasmeena.al-salah@widgetcorp.com","Procurement","Manager",5.41145004422307,38.59,80266.3508043269,"Female",6,2013-08-02,2018-12-31
"00000552","K'Ara","Newton","k'ara.newton@widgetcorp.com","Procurement","Manager",5.47501705562657,34.53,71830.4322702264,"Female",3,2013-07-10,2018-12-31
"00000577","Nathan","Padovich","nathan.padovich@widgetcorp.com","Procurement","Associate",5.57484297403853,39.18,81488.8778396367,"Male",2,2013-06-03,2018-12-31
"00000589","Samone","Ward","samone.ward@widgetcorp.com","Procurement","Associate",5.65683015848118,32.26,67095.742948532,"Female",3,2013-05-04,2018-12-31
"00000601","Katherine","Campbell","katherine.campbell@widgetcorp.com","Procurement","Manager",5.70597647695022,39.33,81816.6460517392,"Female",5,2013-04-16,2018-12-31
"00000639","Paloma","Atilano","paloma.atilano@widgetcorp.com","Procurement","Associate",5.89957662010642,31.71,65946.9056462188,"Female",4,2013-02-05,2018-12-31
"00000645","Hadbaaa","el-Rais","hadbaaa.el-rais@widgetcorp.com","Procurement","Manager",5.93950791693756,37.13,77221.2546252091,"Female",6,2013-01-21,2018-12-31
"00000757","Nasreen","el-Srour","nasreen.el-srour@widgetcorp.com","Procurement","Director",6.61638283620481,42.65,88715.4339316064,"Female",6,2012-05-19,2018-12-31
"00000759","Kenny","Park","kenny.park@widgetcorp.com","Procurement","Manager",6.62720085611992,47.64,99098.447274482,"Male",2,2012-05-15,2018-12-31
"00000765","Matthew","Fortner","matthew.fortner@widgetcorp.com","Procurement","Analyst",6.67978913388345,31.94,66443.7883775277,"Male",3,2012-04-26,2018-12-31
"00000770","Itzel","Guerrero","itzel.guerrero@widgetcorp.com","Procurement","Associate",6.70708220088774,40.9,85082.2559587495,"Male",4,2012-04-16,2018-12-31
"00000780","Aqeela","el-Sadri","aqeela.el-sadri@widgetcorp.com","Procurement","Associate",6.75634352185813,34.29,71320.9774777108,"Female",6,2012-03-29,2018-12-31
"00000840","Hasan","el-Sadiq","hasan.el-sadiq@widgetcorp.com","Procurement","VP",7.30316426076286,67.95,141340.377865531,"Male",6,2011-09-11,2018-12-31
"00000845","Shahla","el-Farran","shahla.el-farran@widgetcorp.com","Procurement","Associate",7.36948305620873,34.61,71996.5012303899,"Female",6,2011-08-18,2018-12-31
"00000881","Matthew","Kanjeric","matthew.kanjeric@widgetcorp.com","Procurement","Director",7.69364890133697,49.33,102596.684066344,"Male",5,2011-04-21,2018-12-31
"00000909","Jonathan","Sanchez-Esparza","jonathan.sanchez-esparza@widgetcorp.com","Procurement","VP",8.14141096505015,81.31,169116.634039324,"Male",4,2010-11-09,2018-12-31
"00000922","Jordyn","Mendinghall","jordyn.mendinghall@widgetcorp.com","Procurement","VP",8.30731321727544,46.71,97153.1332748385,"Female",3,2010-09-09,2018-12-31
"00000924","Giovanni","Diaz-Cardenas","giovanni.diaz-cardenas@widgetcorp.com","Procurement","Executive",8.33616100961142,62.72,130453.096342885,"Male",4,2010-08-30,2018-12-31
"00000931","Madison","Pickruhn","madison.pickruhn@widgetcorp.com","Procurement","Executive",8.42363204754709,50.89,105843.920090093,"Female",5,2010-07-29,2018-12-31
"00000935","Brandon","Brown","brandon.brown@widgetcorp.com","Procurement","VP",8.52293021557965,60.43,125702.89865762,"Male",3,2010-06-22,2018-12-31
"00000978","D Andre","Vaughn","d andre.vaughn@widgetcorp.com","Procurement","VP",9.68590224693511,63.49,132068.281318101,"Male",3,2009-04-24,2018-12-31
"00000990","Caleb","Strode","caleb.strode@widgetcorp.com","Procurement","Executive",10.3130454036363,76.42,158944.379662487,"Male",5,2008-09-07,2018-12-31
"00000034","Joshua","Umu","joshua.umu@widgetcorp.com","Sales","Analyst",2.36805665976078,38.02,79072.2307627106,"Male",2,2016-08-18,2018-12-31
"00000037","Jacob","Villalobos Gonzalez","jacob.villalobos gonzalez@widgetcorp.com","Sales","Associate",2.3813483155806,45.98,95640.832042599,"Male",4,2016-08-13,2018-12-31
"00000044","Joanna","Hatch","joanna.hatch@widgetcorp.com","Sales","Analyst",2.48610018985986,24.49,50940.7704839479,"Female",2,2016-07-05,2018-12-31
"00000055","Dale","Ruiz","dale.ruiz@widgetcorp.com","Sales","Analyst",2.59669121366843,41.33,85972.4744048998,"Male",1,2016-05-26,2018-12-31
"00000060","Elly","Amphonephong","elly.amphonephong@widgetcorp.com","Sales","Analyst",2.68764672855401,24.63,51225.2039123999,"Female",2,2016-04-23,2018-12-31
"00000061","Marquis","Willow","marquis.willow@widgetcorp.com","Sales","Associate",2.71240981269448,38.81,80724.0951639153,"Male",1,2016-04-14,2018-12-31
"00000067","Bassaam","al-Mustafa","bassaam.al-mustafa@widgetcorp.com","Sales","Analyst",2.79403133016319,39,81125.9152054487,"Male",6,2016-03-15,2018-12-31
"00000081","Sarah","Malarik","sarah.malarik@widgetcorp.com","Sales","Analyst",2.91326921983225,25.28,52591.1424821725,"Female",5,2016-01-31,2018-12-31
"00000092","Tyler","Raibon","tyler.raibon@widgetcorp.com","Sales","Associate",3.04254915441383,39.87,82930.4082708353,"Male",3,2015-12-15,2018-12-31
"00000104","Jaylen","Cole","jaylen.cole@widgetcorp.com","Sales","Analyst",3.14062956752917,34.89,72570.6173301434,"Male",3,2015-11-09,2018-12-31
"00000108","Aeneva","Redhorse","aeneva.redhorse@widgetcorp.com","Sales","Analyst",3.19588076355969,27.43,57047.245593174,"Female",1,2015-10-20,2018-12-31
"00000118","Kaitlyn","Burgdorff","kaitlyn.burgdorff@widgetcorp.com","Sales","Analyst",3.28700349951618,27.95,58143.8548274191,"Female",1,2015-09-17,2018-12-31
"00000124","Alyssa","Maez","alyssa.maez@widgetcorp.com","Sales","Analyst",3.33486926414943,29.09,60509.3745132561,"Female",4,2015-08-30,2018-12-31
"00000143","Wei Dan","Quinn","wei dan.quinn@widgetcorp.com","Sales","Analyst",3.45589965542572,27.83,57893.0501506169,"Female",2,2015-07-17,2018-12-31
"00000151","Schuyler","Victorino","schuyler.victorino@widgetcorp.com","Sales","Analyst",3.52704697685404,36.77,76471.5680644777,"Male",2,2015-06-21,2018-12-31
"00000175","Daawood","al-Zaidi","daawood.al-zaidi@widgetcorp.com","Sales","Manager",3.6559416584876,46.53,96777.8831990185,"Male",6,2015-05-05,2018-12-31
"00000204","Chalona","Wheatly","chalona.wheatly@widgetcorp.com","Sales","Associate",3.80250220412244,33.28,69220.4088570684,"Female",3,2015-03-13,2018-12-31
"00000213","Faraah","el-Kaiser","faraah.el-kaiser@widgetcorp.com","Sales","Analyst",3.83793532432844,25.7,53459.975291233,"Female",6,2015-02-28,2018-12-31
"00000231","Kendra","Woldu","kendra.woldu@widgetcorp.com","Sales","Analyst",3.94039601341356,26.69,55522.2379659093,"Female",3,2015-01-21,2018-12-31
"00000240","Larae","Rodriguez","larae.rodriguez@widgetcorp.com","Sales","Associate",3.98632189034793,31.95,66454.9922975939,"Female",1,2015-01-04,2018-12-31
"00000241","Yeng","Dizon","yeng.dizon@widgetcorp.com","Sales","Associate",3.99685274936257,35.92,74703.677084009,"Male",2,2015-01-01,2018-12-31
"00000242","Blake","Connor","blake.connor@widgetcorp.com","Sales","Associate",3.99979363296497,42.76,88950.0881660483,"Male",1,2014-12-31,2018-12-31
"00000246","Chad","Quezada","chad.quezada@widgetcorp.com","Sales","VP",4.01696882201971,61.68,128303.758494196,"Male",4,2014-12-24,2018-12-31
"00000274","Madeline","Varela Duarte","madeline.varela duarte@widgetcorp.com","Sales","Analyst",4.12739190207528,26.68,55494.7839706162,"Female",4,2014-11-14,2018-12-31
"00000275","Alayina","Emley","alayina.emley@widgetcorp.com","Sales","Associate",4.13034082249109,30.28,62990.6050214705,"Female",1,2014-11-13,2018-12-31
"00000285","Haley","Polk","haley.polk@widgetcorp.com","Sales","Analyst",4.17162087124632,27.3,56775.6294865999,"Female",5,2014-10-29,2018-12-31
"00000294","Richard","Zhou","richard.zhou@widgetcorp.com","Sales","Associate",4.23428519554358,39.39,81940.2225535013,"Male",2,2014-10-06,2018-12-31
"00000306","Mulbah","Herbert","mulbah.herbert@widgetcorp.com","Sales","Analyst",4.32654680689784,53.77,111846.753624121,"Male",3,2014-09-02,2018-12-31
"00000307","Rachel","Chau","rachel.chau@widgetcorp.com","Sales","Associate",4.32854200880895,34.53,71831.1564888592,"Female",2,2014-09-02,2018-12-31
"00000320","Dhaki","el-Salem","dhaki.el-salem@widgetcorp.com","Sales","Manager",4.38788813642733,55.33,115087.781182999,"Male",6,2014-08-11,2018-12-31
"00000345","Portia","Maddux","portia.maddux@widgetcorp.com","Sales","Manager",4.50901778432581,36.11,75118.155311058,"Female",1,2014-06-28,2018-12-31
"00000366","Samantha","Madden","samantha.madden@widgetcorp.com","Sales","Analyst",4.62704914088186,28.06,58361.8560102977,"Female",5,2014-05-15,2018-12-31
"00000406","Zachariah","Erickson","zachariah.erickson@widgetcorp.com","Sales","Director",4.81546429454548,58.19,121033.870467832,"Male",5,2014-03-08,2018-12-31
"00000419","Megan","Elliott-Dutt","megan.elliott-dutt@widgetcorp.com","Sales","Associate",4.86903546078026,31.52,65566.2935854695,"Female",5,2014-02-16,2018-12-31
"00000424","Jordan","Elliott","jordan.elliott@widgetcorp.com","Sales","Manager",4.89040122103906,44.4,92349.0399835725,"Male",5,2014-02-08,2018-12-31
"00000459","Hameeda","al-Fahmy","hameeda.al-fahmy@widgetcorp.com","Sales","Associate",5.03269010523893,30.91,64283.1943429347,"Female",6,2013-12-18,2018-12-31
"00000460","Daniel","Bogle-Deherrera","daniel.bogle-deherrera@widgetcorp.com","Sales","Associate",5.03819295453003,46.18,96046.8031210257,"Male",5,2013-12-16,2018-12-31
"00000474","Morgan","Williams","morgan.williams@widgetcorp.com","Sales","Associate",5.13336361853943,28.57,59419.6209162877,"Male",3,2013-11-12,2018-12-31
"00000482","Jacobo","Hawkins","jacobo.hawkins@widgetcorp.com","Sales","Manager",5.15510522146807,50.56,105171.504454109,"Male",3,2013-11-04,2018-12-31
"00000499","Hadiyya","el-Mousa","hadiyya.el-mousa@widgetcorp.com","Sales","Analyst",5.22532097237117,27.87,57963.0531649369,"Female",6,2013-10-09,2018-12-31
"00000506","Rebekah","Clark","rebekah.clark@widgetcorp.com","Sales","Director",5.26585941641193,42.76,88937.8993396007,"Female",5,2013-09-24,2018-12-31
"00000510","Suhaib","el-Saad","suhaib.el-saad@widgetcorp.com","Sales","Associate",5.28197303094847,46.59,96910.6608668744,"Male",6,2013-09-18,2018-12-31
"00000534","Raeanne","Mendoza","raeanne.mendoza@widgetcorp.com","Sales","Associate",5.38294798639349,33.24,69138.0184183753,"Female",4,2013-08-12,2018-12-31
"00000564","Robert","Fabela","robert.fabela@widgetcorp.com","Sales","Director",5.54033598040196,56.67,117877.591975877,"Male",4,2013-06-16,2018-12-31
"00000574","Darryl","Hernley","darryl.hernley@widgetcorp.com","Sales","Analyst",5.56607999249987,32.72,68063.113832357,"Male",5,2013-06-06,2018-12-31
"00000584","Quraish","el-Samara","quraish.el-samara@widgetcorp.com","Sales","Analyst",5.63690773538591,29.19,60722.0801419591,"Male",6,2013-05-12,2018-12-31
"00000595","Landon","Sehnert","landon.sehnert@widgetcorp.com","Sales","Manager",5.67830351429992,54.86,114110.426689073,"Male",5,2013-04-26,2018-12-31
"00000602","Koi","Naylor","koi.naylor@widgetcorp.com","Sales","Manager",5.70695919780292,50.89,105851.604436879,"Male",1,2013-04-16,2018-12-31
"00000603","Eddie","Mcmurray","eddie.mcmurray@widgetcorp.com","Sales","Analyst",5.72036368946859,35.69,74228.3134944178,"Male",4,2013-04-11,2018-12-31
"00000623","Ashley","Bonser","ashley.bonser@widgetcorp.com","Sales","Analyst",5.83116699912026,27.06,56293.2627949036,"Female",1,2013-03-02,2018-12-31
"00000626","Ruth","Lakin","ruth.lakin@widgetcorp.com","Sales","Analyst",5.85548107899205,28.77,59840.2709955281,"Female",4,2013-02-21,2018-12-31
