"Employee Number","First Name","Last Name","Email Address","Department","Job Level","Tenure","Tenure Date","Pay Rate","Base Comp","Gender","Ethnicity","Report Effective Date"
"00000079","Mardiyya","al-Ben","mardiyya.al-ben@widgetcorp.com","Operations","VP",7.70643441688815,2012-10-07,50.19,104391.299351936,"Female",6,2020-06-22
"00000086","Haarith","el-Rahmani","haarith.el-rahmani@widgetcorp.com","Operations","Associate",7.57871755687544,2012-11-22,54.75,113871.802222769,"Male",6,2020-06-22
"00000098","Bailey","Murphy","bailey.murphy@widgetcorp.com","Operations","Associate",7.35339779500732,2013-02-13,53.26,110773.069109606,"Male",5,2020-06-22
"00000110","Elaine","Chongtoua","elaine.chongtoua@widgetcorp.com","Operations","Manager",7.18811549346014,2013-04-14,35.64,74122.9947652297,"Female",2,2020-06-22
"00000133","Sebastien","Kim","sebastien.kim@widgetcorp.com","Operations","Director",6.89060210962301,2013-08-01,66.76,138856.877533516,"Male",2,2020-06-22
"00000137","Ruwaid","al-Bacho","ruwaid.al-bacho@widgetcorp.com","Operations","Manager",6.82556492520478,2013-08-24,37.19,77351.9208632479,"Male",6,2020-06-22
"00000161","Lauren","Babcock","lauren.babcock@widgetcorp.com","Operations","Director",6.48137738723324,2013-12-28,43.85,91211.279279563,"Female",1,2020-06-22
"00000168","Paul","Ater","paul.ater@widgetcorp.com","Operations","Manager",6.41270936417202,2014-01-22,55.44,115317.500369467,"Male",5,2020-06-22
"00000178","Jacob","Plum","jacob.plum@widgetcorp.com","Operations","Associate",6.26741831367264,2014-03-16,41.67,86680.9101349063,"Male",2,2020-06-22
"00000183","Jungkar","Li","jungkar.li@widgetcorp.com","Operations","Manager",6.18763935704122,2014-04-14,37.39,77775.617545257,"Male",2,2020-06-22
"00000184","Felipe","Romero","felipe.romero@widgetcorp.com","Operations","Director",6.17314866125559,2014-04-20,63.67,132427.861984074,"Male",4,2020-06-22
"00000194","Ashay","Nguyen","ashay.nguyen@widgetcorp.com","Operations","Associate",6.10496892079953,2014-05-15,55.04,114479.802133338,"Male",2,2020-06-22
"00000201","Christopher","Hedin","christopher.hedin@widgetcorp.com","Operations","Analyst",6.02102491010405,2014-06-14,40.18,83578.8882365194,"Male",1,2020-06-22
"00000229","Mu'hsina","al-Zadeh","mu'hsina.al-zadeh@widgetcorp.com","Operations","Analyst",5.73391375997451,2014-09-27,28.56,59409.9607830523,"Female",6,2020-06-22
"00000234","Tazah","Williams-Dixon","tazah.williams-dixon@widgetcorp.com","Operations","Associate",5.67337662579167,2014-10-19,31.73,65999.3278580748,"Female",3,2020-06-22
"00000235","Aatif","al-Syed","aatif.al-syed@widgetcorp.com","Operations","Analyst",5.66621051371078,2014-10-22,25.83,53735.2246438323,"Male",6,2020-06-22
"00000262","Haylee","Uhland","haylee.uhland@widgetcorp.com","Operations","Director",5.43749595442772,2015-01-13,43.08,89610.3067675689,"Female",5,2020-06-22
"00000265","Alex","Woods","alex.woods@widgetcorp.com","Operations","Manager",5.4199057274531,2015-01-20,33.52,69719.4905775864,"Male",3,2020-06-22
"00000286","Candace","Kyer","candace.kyer@widgetcorp.com","Operations","Director",5.28857211655127,2015-03-09,42.7,88819.1412211345,"Female",5,2020-06-22
"00000294","Stephen","Combs","stephen.combs@widgetcorp.com","Operations","Analyst",5.18556750306228,2015-04-15,38.82,80746.9133114461,"Male",3,2020-06-22
"00000298","Latesha","Hedin","latesha.hedin@widgetcorp.com","Operations","Associate",5.15659931560686,2015-04-26,30.56,63568.2894063539,"Female",1,2020-06-22
"00000307","Taylor","Marez","taylor.marez@widgetcorp.com","Operations","Manager",5.08608281029798,2015-05-22,50.38,104791.538797638,"Male",4,2020-06-22
"00000313","Sjonte","Braud","sjonte.braud@widgetcorp.com","Operations","Associate",5.0162594945207,2015-06-16,30.67,63789.4382341899,"Female",3,2020-06-22
"00000328","Alawi","al-Alam","alawi.al-alam@widgetcorp.com","Operations","Analyst",4.89029821428623,2015-08-01,37.06,77080.0745840469,"Male",6,2020-06-22
"00000335","Otis","Brown","otis.brown@widgetcorp.com","Operations","Analyst",4.80350105286495,2015-09-02,35.31,73435.7499643454,"Male",3,2020-06-22
"00000340","Rick","Mouanoutoua","rick.mouanoutoua@widgetcorp.com","Operations","Associate",4.75180444365042,2015-09-21,29.84,62073.2646189678,"Male",2,2020-06-22
"00000341","Frank","Jackson","frank.jackson@widgetcorp.com","Operations","Associate",4.7511979302985,2015-09-21,43.85,91216.0104832863,"Male",3,2020-06-22
"00000350","Santos","Quintana","santos.quintana@widgetcorp.com","Operations","Associate",4.66494630573113,2015-10-23,43.11,89659.0854418147,"Male",1,2020-06-22
"00000353","Merrissa","Bryant","merrissa.bryant@widgetcorp.com","Operations","Manager",4.65148710956459,2015-10-28,35.75,74357.2002435661,"Female",5,2020-06-22
"00000359","Alexander","Woods","alexander.woods@widgetcorp.com","Operations","Analyst",4.57141453039691,2015-11-26,36.63,76188.7400519005,"Male",2,2020-06-22
"00000361","Taaha","al-Akbari","taaha.al-akbari@widgetcorp.com","Operations","Associate",4.56228579812372,2015-11-29,41.21,85709.6715786855,"Male",6,2020-06-22
"00000383","Alejandra","Martinez","alejandra.martinez@widgetcorp.com","Operations","Manager",4.34262028207602,2016-02-17,39.19,81523.0501655767,"Female",4,2020-06-22
"00000386","Jaida","Williams","jaida.williams@widgetcorp.com","Operations","Associate",4.32549868536634,2016-02-24,33.47,69626.526973979,"Female",3,2020-06-22
"00000399","Kalisha","Garcia","kalisha.garcia@widgetcorp.com","Operations","Associate",4.28557677640149,2016-03-09,32.88,68395.8547068245,"Female",1,2020-06-22
"00000406","Alyssa","Weber","alyssa.weber@widgetcorp.com","Operations","Associate",4.20449860334944,2016-04-08,32.77,68162.0090411924,"Female",2,2020-06-22
"00000408","Muntaha","el-Bilal","muntaha.el-bilal@widgetcorp.com","Operations","Analyst",4.16803941849197,2016-04-21,28.75,59790.2012498716,"Female",6,2020-06-22
"00000411","Tiffiny","Trujillo","tiffiny.trujillo@widgetcorp.com","Operations","Analyst",4.0810993649577,2016-05-23,28.22,58687.2078915876,"Female",4,2020-06-22
"00000434","Jeremy","Halaseh","jeremy.halaseh@widgetcorp.com","Operations","Analyst",3.82559088471255,2016-08-24,33.25,69157.2477190593,"Male",1,2020-06-22
"00000436","Shay","Rushdoony","shay.rushdoony@widgetcorp.com","Operations","Associate",3.81610703048032,2016-08-28,51.01,106096.910050299,"Male",1,2020-06-22
"00000442","Kiley","Burgess","kiley.burgess@widgetcorp.com","Operations","Analyst",3.76680811941671,2016-09-15,26.72,55571.5170936746,"Female",1,2020-06-22
"00000445","Justin","Mims","justin.mims@widgetcorp.com","Operations","Analyst",3.74571343749024,2016-09-22,25.86,53781.3461292031,"Male",3,2020-06-22
"00000466","Alexis","Sims","alexis.sims@widgetcorp.com","Operations","Analyst",3.49610608916922,2016-12-23,27.18,56529.6971010529,"Female",3,2020-06-22
"00000482","Saara","el-Azizi","saara.el-azizi@widgetcorp.com","Operations","Analyst",3.33182334801689,2017-02-21,26.89,55938.6579892594,"Female",6,2020-06-22
"00000485","Amaury","Vargas","amaury.vargas@widgetcorp.com","Operations","Manager",3.27090026698426,2017-03-15,38.28,79631.1414968049,"Male",4,2020-06-22
"00000486","Miguel","Swain","miguel.swain@widgetcorp.com","Operations","Analyst",3.26582209704141,2017-03-17,40.47,84179.6375184181,"Male",4,2020-06-22
"00000512","Arafaat","el-Mattar","arafaat.el-mattar@widgetcorp.com","Operations","Analyst",2.86908003100865,2017-08-09,31.78,66107.8605611656,"Male",6,2020-06-22
"00000521","Mujahid","el-Hosseini","mujahid.el-hosseini@widgetcorp.com","Operations","Associate",2.72805432646451,2017-09-29,44.79,93169.424749604,"Male",6,2020-06-22
"00000522","Yuko","Yi","yuko.yi@widgetcorp.com","Operations","Analyst",2.7077079808905,2017-10-07,27.88,57996.696495391,"Female",2,2020-06-22
"00000526","Jermaine","Johnson","jermaine.johnson@widgetcorp.com","Operations","Analyst",2.48408831011538,2017-12-27,25.87,53807.9568834986,"Male",3,2020-06-22
"00000538","Jayln","Jackson","jayln.jackson@widgetcorp.com","Operations","Analyst",2.14260367547514,2018-05-01,26.13,54343.9246722827,"Female",3,2020-06-22
"00000540","Maisee","Aya","maisee.aya@widgetcorp.com","Operations","Analyst",2.06436152710832,2018-05-29,27.98,58208.7749820707,"Female",2,2020-06-22
"00000034","Haylee","Kidane","haylee.kidane@widgetcorp.com","Procurement","VP",9.45209655921654,2011-01-08,49.83,103651.709371625,"Female",3,2020-06-22
"00000035","Connor","Carson","connor.carson@widgetcorp.com","Procurement","VP",9.32036283356243,2011-02-25,67.11,139584.285454138,"Male",1,2020-06-22
"00000037","Steven","Perroni","steven.perroni@widgetcorp.com","Procurement","VP",9.19932966627261,2011-04-10,64.74,134659.096603836,"Male",5,2020-06-22
"00000049","Nu'ma","al-Siddiqui","nu'ma.al-siddiqui@widgetcorp.com","Procurement","Director",8.69135765994939,2011-10-13,44.96,93506.8332946159,"Female",6,2020-06-22
"00000052","Wynn","Morgan","wynn.morgan@widgetcorp.com","Procurement","Director",8.56581782574691,2011-11-28,44.25,92045.5864991354,"Female",5,2020-06-22
"00000065","Loretta","Pinelle","loretta.pinelle@widgetcorp.com","Procurement","Director",8.16227407413852,2012-04-23,45.16,93937.890042748,"Female",1,2020-06-22
"00000087","Alec","Estrada-Pinedo","alec.estrada-pinedo@widgetcorp.com","Procurement","Director",7.51481580082401,2012-12-16,58.11,120868.944973288,"Male",4,2020-06-22
"00000089","Timothy","Ocampo","timothy.ocampo@widgetcorp.com","Procurement","Manager",7.49995338807841,2012-12-21,40.63,84516.4146700009,"Male",4,2020-06-22
"00000099","Marwaan","al-Dia","marwaan.al-dia@widgetcorp.com","Procurement","Manager",7.33392618600943,2013-02-20,61.61,128148.168681866,"Male",6,2020-06-22
"00000100","Cody","Bird","cody.bird@widgetcorp.com","Procurement","VP",7.33321047974094,2013-02-20,56.02,116512.552373634,"Male",1,2020-06-22
"00000111","Thomas","Caldwell","thomas.caldwell@widgetcorp.com","Procurement","Manager",7.17639005173229,2013-04-18,52.79,109811.93555617,"Male",3,2020-06-22
"00000122","Orion","Lenard","orion.lenard@widgetcorp.com","Procurement","Associate",7.0487250630884,2013-06-04,45.32,94270.5180096474,"Male",1,2020-06-22
"00000127","Ayesha","Davis","ayesha.davis@widgetcorp.com","Procurement","Associate",6.98207850487436,2013-06-28,34.12,70961.5877620243,"Female",3,2020-06-22
"00000134","Katie","Sanchez","katie.sanchez@widgetcorp.com","Procurement","Associate",6.86759814680206,2013-08-09,33.84,70381.8680843264,"Female",4,2020-06-22
"00000135","Louis","Young","louis.young@widgetcorp.com","Procurement","Director",6.85838919908528,2013-08-12,58.18,121007.045225463,"Male",3,2020-06-22
"00000136","Heidi","Espinoza-Simental","heidi.espinoza-simental@widgetcorp.com","Procurement","Manager",6.84816556365032,2013-08-16,42.38,88145.9842556357,"Female",4,2020-06-22
"00000174","Maitaya","Brewer","maitaya.brewer@widgetcorp.com","Procurement","Manager",6.3134593645513,2014-02-28,37.43,77849.6403577222,"Female",3,2020-06-22
"00000176","Andrew","Brock","andrew.brock@widgetcorp.com","Procurement","Associate",6.30506787542108,2014-03-03,49.49,102933.404390406,"Male",5,2020-06-22
"00000189","Ivan","Ortiz","ivan.ortiz@widgetcorp.com","Procurement","Director",6.14696260325388,2014-04-29,59.6,123963.664683468,"Male",4,2020-06-22
"00000206","Jordan","Norton","jordan.norton@widgetcorp.com","Procurement","Analyst",5.97869255930059,2014-06-30,28.32,58898.2144971753,"Female",5,2020-06-22
"00000207","Robert","Mungovan","robert.mungovan@widgetcorp.com","Procurement","Director",5.97677029230495,2014-06-30,49.26,102451.924888477,"Male",1,2020-06-22
"00000225","Jamelia","Williams","jamelia.williams@widgetcorp.com","Procurement","Manager",5.77006344402735,2014-09-14,36.83,76605.4998215305,"Female",3,2020-06-22
"00000228","Patrick","Gadison","patrick.gadison@widgetcorp.com","Procurement","Manager",5.73411521265961,2014-09-27,41.69,86721.0743356249,"Male",3,2020-06-22
"00000232","Alejandro","Martinez","alejandro.martinez@widgetcorp.com","Procurement","Associate",5.70751759053892,2014-10-07,38.64,80367.8436448445,"Male",4,2020-06-22
"00000241","Christy","Kemme","christy.kemme@widgetcorp.com","Procurement","Manager",5.60836319904129,2014-11-12,39.43,82017.6791109985,"Female",5,2020-06-22
"00000242","Destiny","Lucero","destiny.lucero@widgetcorp.com","Procurement","Associate",5.60816403520885,2014-11-12,32.29,67171.4380660456,"Female",1,2020-06-22
"00000249","David","Hollie","david.hollie@widgetcorp.com","Procurement","Analyst",5.52323483027748,2014-12-13,42.4,88181.9197377309,"Male",3,2020-06-22
"00000250","Jakob","Doremus","jakob.doremus@widgetcorp.com","Procurement","Associate",5.52187519789837,2014-12-14,47.81,99449.4464997216,"Male",1,2020-06-22
"00000258","Dalia","Ruiz","dalia.ruiz@widgetcorp.com","Procurement","Director",5.46867588396,2015-01-02,44.27,92074.6875367081,"Female",4,2020-06-22
"00000259","Joaquin","Arias","joaquin.arias@widgetcorp.com","Procurement","Manager",5.4663757242505,2015-01-03,45.88,95421.7655292578,"Male",4,2020-06-22
"00000273","Joanna","Io","joanna.io@widgetcorp.com","Procurement","Associate",5.36322639104831,2015-02-10,31.22,64935.6337513123,"Female",2,2020-06-22
"00000275","Jeremiah","Ketema","jeremiah.ketema@widgetcorp.com","Procurement","Analyst",5.35631840397435,2015-02-12,44.07,91671.5839046063,"Male",3,2020-06-22
"00000282","Aamir","al-Amiri","aamir.al-amiri@widgetcorp.com","Procurement","Associate",5.31505466273313,2015-02-27,30.24,62903.618803811,"Male",6,2020-06-22
"00000285","Whitney","Brinklow","whitney.brinklow@widgetcorp.com","Procurement","Director",5.29267598305361,2015-03-07,42.54,88487.6453513638,"Female",5,2020-06-22
"00000288","Benjamin","King","benjamin.king@widgetcorp.com","Procurement","Associate",5.26889428897689,2015-03-16,32.89,68404.648779627,"Male",5,2020-06-22
"00000290","Ivan","Perea","ivan.perea@widgetcorp.com","Procurement","Analyst",5.21167174737752,2015-04-06,31.91,66372.2142755891,"Male",4,2020-06-22
"00000303","Kelsey","Audi","kelsey.audi@widgetcorp.com","Procurement","Director",5.11903972221213,2015-05-10,43.7,90895.3912489326,"Female",2,2020-06-22
"00000315","Austin","Sanchez","austin.sanchez@widgetcorp.com","Procurement","Analyst",5.01424287603932,2015-06-17,39.29,81731.9163301383,"Male",4,2020-06-22
"00000319","Elissia","Clark","elissia.clark@widgetcorp.com","Procurement","Analyst",4.98169257224105,2015-06-29,43.72,90942.3133752456,"Male",3,2020-06-22
"00000331","Taju","Trujillo","taju.trujillo@widgetcorp.com","Procurement","Associate",4.85746351453739,2015-08-13,24.51,50982.1444739799,"Male",1,2020-06-22
"00000332","Antoinette","Quinteros","antoinette.quinteros@widgetcorp.com","Procurement","Analyst",4.82709456450762,2015-08-24,27.9,58036.1829485088,"Female",4,2020-06-22
"00000337","Johnathan","Rosales","johnathan.rosales@widgetcorp.com","Procurement","Associate",4.78739268069585,2015-09-08,40.18,83580.7893024899,"Male",4,2020-06-22
"00000342","Krystina","Gunn","krystina.gunn@widgetcorp.com","Procurement","Associate",4.74987535164706,2015-09-22,34.17,71075.3451449746,"Female",5,2020-06-22
"00000347","Amanda","Turner","amanda.turner@widgetcorp.com","Procurement","Associate",4.69444854590624,2015-10-12,30.88,64234.0358288996,"Female",1,2020-06-22
"00000360","Izell","Townsend","izell.townsend@widgetcorp.com","Procurement","Associate",4.56595754010701,2015-11-28,50.73,105523.182369853,"Male",3,2020-06-22
"00000373","Tuhfa","al-Hamady","tuhfa.al-hamady@widgetcorp.com","Procurement","Associate",4.47195228962052,2016-01-01,28.62,59538.2890619388,"Female",6,2020-06-22
"00000381","Ruwaid","el-Mansouri","ruwaid.el-mansouri@widgetcorp.com","Procurement","Analyst",4.37690589755976,2016-02-05,32.03,66621.2243330125,"Male",6,2020-06-22
"00000413","David","Martinez","david.martinez@widgetcorp.com","Procurement","Analyst",4.02392792706391,2016-06-13,28.9,60119.301633606,"Male",4,2020-06-22
"00000427","Ann","Celestino","ann.celestino@widgetcorp.com","Procurement","Analyst",3.86438677470136,2016-08-10,29.41,61172.3186456974,"Female",2,2020-06-22
"00000431","Said","Arebalo","said.arebalo@widgetcorp.com","Procurement","Analyst",3.83307431840634,2016-08-21,35.85,74562.3288483679,"Male",4,2020-06-22
"00000439","Ahkmahd","Farris","ahkmahd.farris@widgetcorp.com","Procurement","Analyst",3.79216475042417,2016-09-05,32.3,67191.2786268371,"Male",3,2020-06-22
"00000452","Vivian","Barringer","vivian.barringer@widgetcorp.com","Procurement","Analyst",3.61992158892574,2016-11-07,28.24,58733.9877768188,"Female",1,2020-06-22
"00000472","Glen","Huang","glen.huang@widgetcorp.com","Procurement","Analyst",3.45513885269683,2017-01-07,38.13,79308.7939262147,"Male",2,2020-06-22
"00000496","Bryce","Borunda Villalobos","bryce.borunda villalobos@widgetcorp.com","Procurement","Analyst",3.13739110249009,2017-05-03,39.17,81482.6416492228,"Male",4,2020-06-22
"00000520","Brandon","Hernandez","brandon.hernandez@widgetcorp.com","Procurement","Analyst",2.72999882474796,2017-09-28,34.85,72484.3498294956,"Male",4,2020-06-22
"00000539","Arielle","Clarke","arielle.clarke@widgetcorp.com","Procurement","Analyst",2.1288119471275,2018-05-06,24.59,51155.6207472426,"Female",5,2020-06-22
"00000542","Victoria","Cordova","victoria.cordova@widgetcorp.com","Procurement","Analyst",1.93838677314449,2018-07-15,25.65,53345.366749181,"Female",1,2020-06-22
"00000032","Megan","Muckle","megan.muckle@widgetcorp.com","Sales","VP",9.70275795906605,2010-10-09,48.73,101348.297670911,"Female",5,2020-06-22
"00000039","Tyler","Fredrickson","tyler.fredrickson@widgetcorp.com","Sales","VP",9.17326363222033,2011-04-20,39.56,82276.1196513723,"Male",5,2020-06-22
"00000044","Zayyaan","el-Jamil","zayyaan.el-jamil@widgetcorp.com","Sales","VP",8.91172909687316,2011-07-24,65.19,135597.197654137,"Male",6,2020-06-22
"00000056","Kelsey","Kim","kelsey.kim@widgetcorp.com","Sales","Manager",8.37037219070469,2012-02-07,40.54,84323.579971476,"Female",2,2020-06-22
"00000057","Christopher","Herrera-Rivera","christopher.herrera-rivera@widgetcorp.com","Sales","Manager",8.36959301491679,2012-02-08,53.82,111937.237158949,"Male",4,2020-06-22
"00000061","Chance","Hagadorn","chance.hagadorn@widgetcorp.com","Sales","VP",8.22663921802569,2012-03-31,71.96,149684.885665086,"Male",5,2020-06-22
"00000062","Jordan","Hughes","jordan.hughes@widgetcorp.com","Sales","Associate",8.20775878196649,2012-04-07,41.88,87110.7950067305,"Male",3,2020-06-22
"00000064","Edmond","Lowry","edmond.lowry@widgetcorp.com","Sales","VP",8.16227809235228,2012-04-23,57.95,120542.481056809,"Male",3,2020-06-22
"00000069","Gaitha","el-Mansouri","gaitha.el-mansouri@widgetcorp.com","Sales","Manager",7.98468575670659,2012-06-27,38.29,79647.4174025347,"Female",6,2020-06-22
"00000078","Jayde","Jackson","jayde.jackson@widgetcorp.com","Sales","Director",7.71200504045075,2012-10-05,44.14,91803.2478541947,"Female",3,2020-06-22
"00000081","Jenny","Rodrukkwun","jenny.rodrukkwun@widgetcorp.com","Sales","Manager",7.68064926125868,2012-10-16,42.56,88522.3954615747,"Female",2,2020-06-22
"00000082","Elias","Torres","elias.torres@widgetcorp.com","Sales","Director",7.66065503224219,2012-10-23,79.65,165664.494720079,"Male",4,2020-06-22
"00000088","Naaif","el-Rauf","naaif.el-rauf@widgetcorp.com","Sales","Director",7.50105831606557,2012-12-21,62.82,130674.744823716,"Male",6,2020-06-22
"00000090","Juaquin","Martinez","juaquin.martinez@widgetcorp.com","Sales","Director",7.47150001553854,2013-01-01,60.9,126662.68220247,"Male",4,2020-06-22
"00000091","Samuel","Flores","samuel.flores@widgetcorp.com","Sales","Director",7.46625098004742,2013-01-02,62.92,130879.068309071,"Male",4,2020-06-22
"00000092","Waleeda","al-Baddour","waleeda.al-baddour@widgetcorp.com","Sales","Director",7.46124458975693,2013-01-04,42.52,88436.1878897438,"Female",6,2020-06-22
"00000093","Aatif","el-Salame","aatif.el-salame@widgetcorp.com","Sales","Director",7.43000576118637,2013-01-16,53.55,111390.927099631,"Male",6,2020-06-22
"00000096","Mitchell","Haberman","mitchell.haberman@widgetcorp.com","Sales","Director",7.38316052469232,2013-02-02,66.71,138749.02409309,"Male",2,2020-06-22
"00000103","Nathdaniel","Mars","nathdaniel.mars@widgetcorp.com","Sales","VP",7.25779071292594,2013-03-20,60.58,126001.8887476,"Male",3,2020-06-22
"00000121","Jaasim","al-Neman","jaasim.al-neman@widgetcorp.com","Sales","Director",7.06269587337213,2013-05-30,54.86,114103.906240928,"Male",6,2020-06-22
"00000142","Nazeeha","al-Noor","nazeeha.al-noor@widgetcorp.com","Sales","Analyst",6.74693009203284,2013-09-22,30.05,62510.2029774795,"Female",6,2020-06-22
"00000144","Nikoma","Alkire","nikoma.alkire@widgetcorp.com","Sales","Associate",6.72508910161269,2013-09-30,33.78,70270.1384650979,"Female",1,2020-06-22
"00000148","Savon","Larson","savon.larson@widgetcorp.com","Sales","Director",6.66315032517871,2013-10-23,45.07,93739.0612469387,"Male",1,2020-06-22
"00000152","Janae","Lopez","janae.lopez@widgetcorp.com","Sales","Manager",6.60450502620566,2013-11-13,37.61,78235.9822613842,"Female",4,2020-06-22
"00000154","Sarah","Goss","sarah.goss@widgetcorp.com","Sales","Manager",6.60141776384094,2013-11-14,37.37,77723.0236863449,"Female",3,2020-06-22
"00000177","Ana","Garcia","ana.garcia@widgetcorp.com","Sales","VP",6.27465247045869,2014-03-14,48,99834.3168698797,"Female",4,2020-06-22
"00000181","Bakar","el-Rehman","bakar.el-rehman@widgetcorp.com","Sales","Director",6.21236449888366,2014-04-05,52.84,109906.01439301,"Male",6,2020-06-22
"00000185","Austin","Poyer","austin.poyer@widgetcorp.com","Sales","Director",6.16494265983649,2014-04-23,50.33,104696.282029441,"Male",1,2020-06-22
"00000186","Kira","Shocks","kira.shocks@widgetcorp.com","Sales","Manager",6.16374292276892,2014-04-23,36.72,76370.6586602504,"Female",3,2020-06-22
"00000195","Emily","Meno","emily.meno@widgetcorp.com","Sales","Associate",6.08662986109584,2014-05-21,36.23,75354.3665986816,"Female",2,2020-06-22
"00000197","Amatullah","al-Naderi","amatullah.al-naderi@widgetcorp.com","Sales","Director",6.0763346362085,2014-05-25,42.72,88864.5152712748,"Female",6,2020-06-22
"00000200","Savannah","Horton","savannah.horton@widgetcorp.com","Sales","Associate",6.05896579288971,2014-05-31,33.97,70652.2091675013,"Female",5,2020-06-22
"00000216","Von Buddenbrock","Martinez Flood","von buddenbrock.martinez flood@widgetcorp.com","Sales","Associate",5.93691280924617,2014-07-15,45.04,93688.8922139745,"Male",1,2020-06-22
"00000236","Veronica","Federico","veronica.federico@widgetcorp.com","Sales","Manager",5.65805227351822,2014-10-25,37.21,77388.2814276156,"Female",4,2020-06-22
"00000237","Jacob","Lo","jacob.lo@widgetcorp.com","Sales","Associate",5.63661384982904,2014-11-02,47.35,98489.4534390919,"Male",2,2020-06-22
"00000238","Erika","Candelarie","erika.candelarie@widgetcorp.com","Sales","Manager",5.63210584391861,2014-11-03,37.73,78469.2529959468,"Female",5,2020-06-22
"00000248","Caigen","Sands","caigen.sands@widgetcorp.com","Sales","Associate",5.54119299823943,2014-12-07,47.11,97982.3817249723,"Male",1,2020-06-22
"00000251","Jawhar","el-Mansur","jawhar.el-mansur@widgetcorp.com","Sales","Analyst",5.52143290232459,2014-12-14,29.83,62056.4046181174,"Male",6,2020-06-22
"00000252","Jonathon","Moss","jonathon.moss@widgetcorp.com","Sales","Manager",5.50981124522778,2014-12-18,53.08,110399.591252147,"Male",3,2020-06-22
"00000253","Iaasic","Holt","iaasic.holt@widgetcorp.com","Sales","Associate",5.5025740356019,2014-12-21,46.77,97285.302934791,"Male",1,2020-06-22
"00000254","Joshua","Griego","joshua.griego@widgetcorp.com","Sales","Director",5.49654727444269,2014-12-23,54.03,112381.044022882,"Male",5,2020-06-22
"00000266","Jonathan","French","jonathan.french@widgetcorp.com","Sales","Associate",5.41882857906754,2015-01-20,49.81,103596.793822002,"Male",5,2020-06-22
"00000276","Tiffany","Matson","tiffany.matson@widgetcorp.com","Sales","Associate",5.34665262223798,2015-02-16,34.54,71838.9250560997,"Female",5,2020-06-22
"00000301","Savio","Okubo","savio.okubo@widgetcorp.com","Sales","Associate",5.14574913219882,2015-04-30,51.33,106758.49787602,"Male",2,2020-06-22
"00000308","Jose","Cerda","jose.cerda@widgetcorp.com","Sales","Manager",5.06756712043118,2015-05-29,59.65,124075.689200866,"Male",4,2020-06-22
"00000309","Sydney","Nira","sydney.nira@widgetcorp.com","Sales","Analyst",5.06317406805848,2015-05-30,27.29,56765.1480558791,"Female",4,2020-06-22
"00000311","Shawn","Stwalley","shawn.stwalley@widgetcorp.com","Sales","Manager",5.05229147883821,2015-06-03,38.51,80099.8788880316,"Male",4,2020-06-22
"00000325","Marissa","Thoutt","marissa.thoutt@widgetcorp.com","Sales","Director",4.96240014380219,2015-07-06,42.19,87746.8734981193,"Female",5,2020-06-22
"00000336","Janessa","Lucero","janessa.lucero@widgetcorp.com","Sales","Manager",4.79017995046674,2015-09-07,35.04,72881.2184224869,"Female",4,2020-06-22
"00000339","Madison","Gartner","madison.gartner@widgetcorp.com","Sales","Associate",4.75522531145622,2015-09-20,35.51,73853.317936205,"Female",5,2020-06-22
"00000346","Zainuddeen","el-Kamal","zainuddeen.el-kamal@widgetcorp.com","Sales","Analyst",4.70159231396808,2015-10-09,33.5,69673.2956727139,"Male",6,2020-06-22
"00000355","Charlie","Striplin","charlie.striplin@widgetcorp.com","Sales","Analyst",4.62895407982042,2015-11-05,33.47,69619.3263746958,"Male",1,2020-06-22
"00000357","Romario","Biglow","romario.biglow@widgetcorp.com","Sales","Associate",4.58524349882067,2015-11-21,39.51,82182.8233007515,"Male",3,2020-06-22
"00000370","Anthony","Stoor","anthony.stoor@widgetcorp.com","Sales","Analyst",4.48791007907193,2015-12-26,28.95,60222.1608458333,"Male",5,2020-06-22
"00000372","Danisha","Garcia","danisha.garcia@widgetcorp.com","Sales","Analyst",4.47484364879034,2015-12-31,25.79,53635.8743965213,"Female",4,2020-06-22
"00000376","Damion","Cervantes","damion.cervantes@widgetcorp.com","Sales","Analyst",4.44987024758051,2016-01-09,36.73,76395.9516984191,"Male",4,2020-06-22
"00000378","Nick","Sandoval","nick.sandoval@widgetcorp.com","Sales","Associate",4.44066544310012,2016-01-13,50.91,105894.18211027,"Male",1,2020-06-22
"00000382","Taylor","Pena","taylor.pena@widgetcorp.com","Sales","Manager",4.37512762410584,2016-02-05,37.86,78743.1777110048,"Male",1,2020-06-22
"00000385","Asad","el-Yusuf","asad.el-yusuf@widgetcorp.com","Sales","Associate",4.33325164528871,2016-02-21,62.01,128977.451345443,"Male",6,2020-06-22
"00000387","Caroline","Villagrana","caroline.villagrana@widgetcorp.com","Sales","Analyst",4.31580376108795,2016-02-27,26.15,54383.7119710612,"Female",4,2020-06-22
"00000401","Jordyn","Vigil","jordyn.vigil@widgetcorp.com","Sales","Analyst",4.25977932033073,2016-03-19,29.22,60772.2070279603,"Female",3,2020-06-22
"00000418","Kelly","Sierra","kelly.sierra@widgetcorp.com","Sales","Analyst",3.97513101459712,2016-07-01,28.43,59133.5315657044,"Female",4,2020-06-22
"00000420","Beemnet","Hudson","beemnet.hudson@widgetcorp.com","Sales","Analyst",3.94376626934186,2016-07-12,25.38,52787.4656332285,"Female",3,2020-06-22
